# LAMMPS data
1912 atoms
7 atom types

0 bonds
0 bond types  # defined bond types: , detected bond types: 

-15.7075 15.7075  xlo xhi
-17.0585 17.0585  ylo yhi
-14.645 14.645  zlo zhi
0.0 0.0 0.0 xy xz yz

Masses

1  1.008        # H
2 12.010700     # C
3 14.0067       # N
4 15.999        # O
5 32.06         # S
6 18.998403163  # F
7 35.45         # Cl

Atoms

1	1	-2.017	-3.902	0.637	# H
2	2	-2.017	-2.812	0.637	# C
3	1	-2.531	-2.448	1.527	# H
4	1	-2.531	-2.448	-0.253	# H
5	2	-0.59	-2.261	0.637	# C
6	4	0.374	-3.025	0.637	# O
7	3	-0.462	-0.932	0.637	# N
8	1	-1.284	-0.346	0.637	# H
9	2	0.836	-0.288	0.637	# C
10	1	1.391	-0.586	1.527	# H
11	2	1.644	-0.681	-0.595	# C
12	1	1.106	-0.381	-1.494	# H
13	1	2.613	-0.183	-0.569	# H
14	1	1.792	-1.761	-0.604	# H
15	2	0.696	1.227	0.637	# C
16	4	-0.416	1.751	0.637	# O
17	3	1.829	1.933	0.637	# N
18	1	2.72	1.457	0.637	# H
19	2	1.829	3.382	0.637	# C
20	1	0.802	3.746	0.637	# H
21	1	2.343	3.746	1.527	# H
22	1	2.343	3.746	-0.253	# H
23	4	12.157	8.54	7.797	# O
24	1	12.076	7.625	7.526	# H
25	1	11.743	9.037	7.09	# H
26	4	10.289	10.318	9.677	# O
27	1	9.513	9.838	9.967	# H
28	1	10.94	9.638	9.503	# H
29	4	4.305	10.63	10.555	# O
30	1	3.474	10.375	10.955	# H
31	1	4.913	10.701	11.291	# H
32	4	4.285	14.664	10.751	# O
33	1	4.588	13.774	10.572	# H
34	1	5.03	15.221	10.523	# H
35	4	2.714	5.59	4.339	# O
36	1	1.826	5.932	4.237	# H
37	1	2.998	5.39	3.447	# H
38	4	0.678	8.191	10.223	# O
39	1	1.249	7.423	10.224	# H
40	1	0.678	8.489	9.314	# H
41	4	9.729	12.994	9.684	# O
42	1	9.66	12.053	9.523	# H
43	1	10.491	13.084	10.257	# H
44	4	1.92	3.599	12.01	# O
45	1	1.74	2.702	12.29	# H
46	1	1.518	4.146	12.685	# H
47	4	10.76	5.801	9.911	# O
48	1	11.136	4.928	9.799	# H
49	1	10.662	6.136	9.02	# H
50	4	4.89	4.173	5.373	# O
51	1	4.997	5.074	5.68	# H
52	1	3.98	4.125	5.083	# H
53	4	2.539	6.095	10.618	# O
54	1	3.22	6.359	11.237	# H
55	1	2.224	5.255	10.952	# H
56	4	6.731	7.142	9.706	# O
57	1	7.239	7.64	10.346	# H
58	1	7.263	6.365	9.53	# H
59	4	11.402	11.894	5.471	# O
60	1	10.784	12.359	4.907	# H
61	1	11.914	12.586	5.888	# H
62	4	6.265	11.421	12.149	# O
63	1	5.932	12.048	12.791	# H
64	1	6.442	11.947	11.369	# H
65	4	4.696	3.493	11.979	# O
66	1	5.038	4.337	11.684	# H
67	1	3.758	3.641	12.096	# H
68	4	0.77	12.579	2.845	# O
69	1	0.393	13.068	2.113	# H
70	1	1.028	13.252	3.476	# H
71	4	8.379	0.981	8.303	# O
72	1	8.687	0.426	7.587	# H
73	1	7.449	1.115	8.121	# H
74	4	13.329	11.601	11.922	# O
75	1	13.746	11.387	11.088	# H
76	1	14.053	11.858	12.493	# H
77	4	10.767	9.046	5.039	# O
78	1	9.84	8.979	5.268	# H
79	1	10.92	9.984	4.925	# H
80	4	10.754	5.317	2.036	# O
81	1	9.814	5.479	2.121	# H
82	1	11.072	6.036	1.49	# H
83	4	6.373	9.572	7.821	# O
84	1	5.969	8.86	7.326	# H
85	1	6.459	9.228	8.71	# H
86	4	6.841	13.259	9.985	# O
87	1	6.544	12.654	9.306	# H
88	1	7.791	13.297	9.874	# H
89	4	5.086	6.347	11.601	# O
90	1	5.637	6.456	10.827	# H
91	1	5.6	6.72	12.317	# H
92	4	12.973	9.846	2.55	# O
93	1	13.413	9.009	2.404	# H
94	1	13.686	10.479	2.637	# H
95	4	3.073	8.467	5.322	# O
96	1	2.953	9.193	4.71	# H
97	1	2.763	7.697	4.845	# H
98	4	0.712	11.638	11.129	# O
99	1	0.79	11.773	10.185	# H
100	1	1.326	10.93	11.322	# H
101	4	1.957	13.338	7.54	# O
102	1	1.549	13.48	6.685	# H
103	1	2.848	13.054	7.337	# H
104	4	5.54	1.81	8.704	# O
105	1	5.097	2.591	8.373	# H
106	1	6.098	2.133	9.412	# H
107	4	8.656	1.431	3.585	# O
108	1	8.031	1.427	4.31	# H
109	1	8.569	0.564	3.189	# H
110	4	7.577	2.355	10.563	# O
111	1	7.875	3.261	10.483	# H
112	1	8.126	1.867	9.949	# H
113	4	5.331	6.934	6.433	# O
114	1	5.105	6.717	7.337	# H
115	1	4.55	7.366	6.087	# H
116	4	12.561	6.94	5.032	# O
117	1	11.962	7.663	4.848	# H
118	1	13.109	6.878	4.249	# H
119	4	11.167	5.576	7.062	# O
120	1	11.56	5.893	6.249	# H
121	1	11.529	4.697	7.176	# H
122	4	0.204	2.166	9.285	# O
123	1	-0.085	2.737	9.998	# H
124	1	0.948	1.687	9.648	# H
125	4	11.753	8.167	11.157	# O
126	1	11.021	8.676	11.506	# H
127	1	11.355	7.35	10.856	# H
128	4	8.191	4.842	9.562	# O
129	1	8.194	4.401	8.713	# H
130	1	9.086	5.164	9.669	# H
131	4	4.041	4.725	8.522	# O
132	1	3.701	5.202	9.278	# H
133	1	3.279	4.271	8.162	# H
134	4	8.253	5.843	2.553	# O
135	1	8.374	5.802	3.502	# H
136	1	7.867	6.706	2.398	# H
137	4	12.215	3.62	10.569	# O
138	1	12.233	4.071	11.414	# H
139	1	11.967	2.721	10.783	# H
140	4	7.265	8.154	1.951	# O
141	1	6.696	7.705	1.325	# H
142	1	7.974	8.513	1.418	# H
143	4	8.491	8.902	11.309	# O
144	1	8.858	8.428	12.055	# H
145	1	8.302	9.777	11.65	# H
146	4	1.355	3.647	7.438	# O
147	1	1.07	3.282	8.276	# H
148	1	1.293	2.915	6.825	# H
149	4	4.81	12.149	4.224	# O
150	1	4.036	11.609	4.064	# H
151	1	5.539	11.63	3.886	# H
152	4	11.029	2.54	4.16	# O
153	1	10.216	2.041	4.084	# H
154	1	10.836	3.38	3.743	# H
155	4	4.853	11.817	7.862	# O
156	1	5.371	11.014	7.808	# H
157	1	4.402	11.755	8.704	# H
158	4	9.74	13.084	3.135	# O
159	1	10.082	13.828	2.639	# H
160	1	8.912	13.397	3.497	# H
161	4	12.623	12.406	8.499	# O
162	1	12.975	11.808	7.839	# H
163	1	11.739	12.08	8.67	# H
164	4	8.709	13.165	5.906	# O
165	1	9.396	13.712	6.287	# H
166	1	7.923	13.709	5.941	# H
167	4	0.849	8.783	1.398	# O
168	1	1.718	9.065	1.681	# H
169	1	0.358	9.596	1.283	# H
170	4	8.012	10.17	5.519	# O
171	1	8.468	10.981	5.745	# H
172	1	7.661	9.852	6.351	# H
173	4	3.913	0.514	5.991	# O
174	1	3.785	0.506	6.939	# H
175	1	3.089	0.852	5.64	# H
176	4	11.588	13.684	11.466	# O
177	1	12.231	12.983	11.579	# H
178	1	12.113	14.464	11.285	# H
179	4	2.833	10.6	3.526	# O
180	1	2.226	11.34	3.536	# H
181	1	3.308	10.69	2.7	# H
182	4	7.741	5.999	5.426	# O
183	1	7.033	6.468	5.868	# H
184	1	8.026	5.342	6.061	# H
185	4	11.773	2.724	6.866	# O
186	1	11.649	2.743	5.917	# H
187	1	12.721	2.772	6.986	# H
188	4	5.945	4.308	2.801	# O
189	1	6.794	4.745	2.735	# H
190	1	5.578	4.62	3.629	# H
191	4	4.844	10.561	1.275	# O
192	1	5.61	10.449	1.837	# H
193	1	4.921	9.865	0.623	# H
194	4	3.538	7.994	1.958	# O
195	1	3.619	7.046	2.07	# H
196	1	4.43	8.324	2.064	# H
197	4	1.224	14.211	4.936	# O
198	1	0.298	14.453	4.926	# H
199	1	1.69	15.038	4.814	# H
200	4	7.968	12.537	0.748	# O
201	1	7.863	11.922	1.475	# H
202	1	7.8	12.013	-0.035	# H
203	4	11.208	11.599	1.353	# O
204	1	10.659	12.046	1.997	# H
205	1	11.83	11.094	1.876	# H
206	4	6.876	10.558	3.249	# O
207	1	7.297	10.392	4.092	# H
208	1	7.001	9.748	2.755	# H
209	4	9.388	9.581	0.497	# O
210	1	9.909	8.866	0.131	# H
211	1	10.035	10.22	0.797	# H
212	4	5.772	6.631	0.195	# O
213	1	5.57	5.768	0.556	# H
214	1	5.601	6.544	-0.743	# H
215	4	13.25	1.442	2.724	# O
216	1	13.531	0.599	3.08	# H
217	1	12.477	1.674	3.238	# H
218	4	7.788	2.675	1.168	# O
219	1	7.44	1.997	0.589	# H
220	1	7.99	2.213	1.983	# H
221	4	3.593	13.035	1.016	# O
222	1	4.03	13.578	1.672	# H
223	1	4.078	12.21	1.025	# H
224	4	5.404	14.155	6.128	# O
225	1	5.103	14.032	7.028	# H
226	1	5.297	13.296	5.72	# H
227	4	1.129	9.203	7.565	# O
228	1	0.474	8.934	6.921	# H
229	1	1.967	9.094	7.115	# H
230	4	2.166	9.589	12.105	# O
231	1	2.534	9.501	12.985	# H
232	1	1.598	8.825	12.006	# H
233	4	0.343	6.413	3.507	# O
234	1	-0.561	6.676	3.333	# H
235	1	0.827	6.684	2.727	# H
236	4	2.222	0.774	10.359	# O
237	1	2.87	0.224	9.919	# H
238	1	2.642	1.029	11.181	# H
239	4	10.613	1.258	11.529	# O
240	1	9.831	1.733	11.809	# H
241	1	10.32	0.354	11.421	# H
242	4	8.499	3.677	7.041	# O
243	1	7.686	3.303	6.7	# H
244	1	9.003	2.921	7.343	# H
245	4	13.001	0.341	8.279	# O
246	1	13.604	0.913	8.754	# H
247	1	12.261	0.905	8.057	# H
248	4	6.524	1.827	5.645	# O
249	1	5.894	1.126	5.812	# H
250	1	5.984	2.587	5.429	# H
251	4	4.702	14.489	2.872	# O
252	1	4.073	14.958	3.421	# H
253	1	4.817	13.644	3.307	# H
254	4	12.157	8.54	-10.978	# O
255	1	12.076	7.625	-11.249	# H
256	1	11.743	9.037	-11.684	# H
257	4	10.289	10.318	-9.097	# O
258	1	9.513	9.838	-8.807	# H
259	1	10.94	9.638	-9.271	# H
260	4	4.305	10.63	-8.219	# O
261	1	3.474	10.375	-7.82	# H
262	1	4.913	10.701	-7.484	# H
263	4	4.285	14.664	-8.024	# O
264	1	4.588	13.774	-8.203	# H
265	1	5.03	15.221	-8.251	# H
266	4	0.678	8.191	-8.551	# O
267	1	1.249	7.423	-8.551	# H
